generic,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route,route_label,route_PO,route_IM,route_IV,generic_label,min_dose_dw_mg_minmax,max_dose_dw_mg_minmax,min_dose_dd_mg_minmax,max_dose_dd_mg_minmax,min_dose_dw_iu_minmax,max_dose_dw_iu_minmax,min_dose_dd_iu_minmax,max_dose_dd_iu_minmax,limit_mg_minmax,limit_iu_minmax,min_age_d_zscore,max_age_d_zscore,min_age_m_zscore,max_age_m_zscore,min_age_y_zscore,max_age_y_zscore,min_weight_zscore,max_weight_zscore
Cefadroxil,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,12,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefadroxil,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,12,0.08888888888888889,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefazolin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,6000.0,0.0,0.0,IM,1,0,1,0,13,0.0,0.0,0.1111111111111111,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefazolin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,6000.0,0.0,0.0,IV,2,0,0,1,13,0.0,0.0,0.1111111111111111,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefazolin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,13,0.14814814814814814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefazolin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,13,0.14814814814814814,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Cefazolin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,13,0.14814814814814814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefazolin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,13,0.14814814814814814,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Cefdinir,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,900.0,0.0,0.0,PO,0,1,0,0,14,0.0,0.0,0.044444444444444446,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefdinir,0.0,999.0,6.0,999.0,0.0,11.0,0.0,999.0,14.0,21.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,14,0.04148148148148148,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,-0.18739517986298282,0.37730190965789384,3.8602629877104344,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefditoren,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO,0,1,0,0,15,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefepime,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6000.0,0.0,0.0,IV,2,0,0,1,16,0.0,0.0,0.07407407407407407,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefepime,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,100.0,150.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,16,0.2962962962962963,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefepime,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,16,0.17777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Cefetamet  Pivoxil Hydrochloride,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,0.0,0.0,PO,0,1,0,0,17,0.0,0.0,0.07407407407407407,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefetamet  Pivoxil Hydrochloride,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,17,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefixime,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,600.0,0.0,0.0,PO,0,1,0,0,18,0.0,0.0,0.02962962962962963,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefixime,0.0,999.0,6.0,999.0,0.0,11.0,44.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,600.0,0.0,0.0,PO,0,1,0,0,18,0.0,0.0,0.02962962962962963,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,3.8602629877104344,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,3.5540082421656574,0.22560337934673835
Cefixime,0.0,999.0,6.0,999.0,0.0,11.0,0.0,44.5,8.0,12.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,18,0.023703703703703703,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,-0.18739517986298282,0.37730190965789384,3.8602629877104344,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,-4.449589837870979
Cefoperazone,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,6000.0,0.0,0.0,IM,1,0,1,0,19,0.0,0.0,0.14814814814814814,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefoperazone,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,6000.0,0.0,0.0,IV,2,0,0,1,19,0.0,0.0,0.14814814814814814,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefotaxime,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,IM,1,0,1,0,20,0.0,0.0,0.14814814814814814,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefotaxime,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,IV,2,0,0,1,20,0.0,0.0,0.14814814814814814,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefotaxime,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,20,0.2962962962962963,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefotaxime,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,20,0.14814814814814814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Cefotaxime,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,20,0.2962962962962963,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefotaxime,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,20,0.14814814814814814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Cefoxitin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,8000.0,0.0,0.0,IV,2,0,0,1,21,0.0,0.0,0.14814814814814814,0.4740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefoxitin,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,80.0,160.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,21,0.23703703703703705,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefpirome,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,IV,2,0,0,1,22,0.0,0.0,0.14814814814814814,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefpirome,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,22,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefpodoxime,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,800.0,0.0,0.0,PO,0,1,0,0,23,0.0,0.0,0.014814814814814815,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefpodoxime,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,23,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefpodoxime  + Clavulanic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,800.0,0.0,0.0,PO,0,1,0,0,24,0.0,0.0,0.014814814814814815,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefpodoxime  + Clavulanic Acid,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,24,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefprozil,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO,0,1,0,0,25,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefprozil,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,15.0,22.5,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,25,0.044444444444444446,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ceftazidime,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,6000.0,0.0,0.0,IV,2,0,0,1,26,0.0,0.0,0.037037037037037035,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ceftazidime,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,90.0,200.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,26,0.26666666666666666,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ceftazidime,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,60.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,26,0.17777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ceftibuten,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO,0,1,0,0,27,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ceftibuten,0.0,999.0,6.0,999.0,0.0,11.0,0.0,999.0,9.0,18.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,27,0.02666666666666667,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,-0.18739517986298282,0.37730190965789384,3.8602629877104344,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ceftriaxone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4000.0,0.0,0.0,IM,1,0,1,0,28,0.0,0.0,0.07407407407407407,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ceftriaxone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IV,2,0,0,1,28,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ceftriaxone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,75.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,28,0.14814814814814814,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ceftriaxone,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,28,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ceftriaxone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,75.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,28,0.14814814814814814,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ceftriaxone,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,28,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Cefuroxime,0.0,999.0,0.0,999.0,13.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,4500.0,0.0,0.0,IM,1,0,1,0,29,0.0,0.0,0.16666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.0936601878076626,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefuroxime,0.0,999.0,0.0,999.0,13.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,4500.0,0.0,0.0,IV,2,0,0,1,29,0.0,0.0,0.16666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.0936601878076626,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefuroxime,0.0,999.0,0.0,999.0,13.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO,0,1,0,0,29,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.0936601878076626,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefuroxime,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,50.0,150.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,29,0.14814814814814814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefuroxime,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,50.0,150.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,29,0.14814814814814814,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefuroxime,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,30.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,29,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefuroxime + Clavulanic Acid,0.0,999.0,0.0,999.0,13.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO,0,1,0,0,30,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.0936601878076626,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cefuroxime + Clavulanic Acid,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,50.0,100.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,30,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefuroxime + Clavulanic Acid,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,50.0,100.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,30,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cefuroxime + Clavulanic Acid,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,30.0,45.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,30,0.08888888888888889,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cephalexin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3000.0,0.0,0.0,PO,0,1,0,0,31,0.0,0.0,0.037037037037037035,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Cephalexin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,25.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,31,0.07407407407407407,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cephradine,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,0.0,0.0,PO,0,1,0,0,32,0.0,0.0,0.07407407407407407,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
