generic,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route,route_label,route_PO,route_IM,route_IV,generic_label,min_dose_dw_mg_minmax,max_dose_dw_mg_minmax,min_dose_dd_mg_minmax,max_dose_dd_mg_minmax,min_dose_dw_iu_minmax,max_dose_dw_iu_minmax,min_dose_dd_iu_minmax,max_dose_dd_iu_minmax,limit_mg_minmax,limit_iu_minmax,min_age_d_zscore,max_age_d_zscore,min_age_m_zscore,max_age_m_zscore,min_age_y_zscore,max_age_y_zscore,min_weight_zscore,max_weight_zscore
Fusidic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,IV,2,0,0,1,49,0.0,0.0,0.1111111111111111,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Fusidic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO,0,1,0,0,49,0.0,0.0,0.1111111111111111,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Fusidic Acid,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,20.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,49,0.05925925925925926,0.05926666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.7971300118237942,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Fusidic Acid,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,20.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,49,0.05925925925925926,0.05926666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.7971300118237942,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Fusidic Acid,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,20.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,49,0.05925925925925926,0.05926666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.7971300118237942,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Gemifloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,640.0,0.0,0.0,PO,0,1,0,0,50,0.0,0.0,0.02666666666666667,0.037925925925925925,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,39.99,4.0,5.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,51,0.011851851851851851,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,-4.471680064596649
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,40.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,160.0,240.0,0.0,0.0,IM,1,0,1,0,51,0.0,0.0,0.011851851851851851,0.014222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,3.1656260028795193,-4.425099564339194
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,49.6,59.5,0.0,0.0,0.0,0.0,0.0,0.0,200.0,280.0,0.0,0.0,IM,1,0,1,0,51,0.0,0.0,0.014814814814814815,0.016592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,3.9761628500853723,-4.376119017275625
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,59.6,69.5,0.0,0.0,0.0,0.0,0.0,0.0,240.0,320.0,0.0,0.0,IM,1,0,1,0,51,0.0,0.0,0.017777777777777778,0.018962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,4.820472065924802,-4.327138470212056
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,69.6,79.5,0.0,0.0,0.0,0.0,0.0,0.0,320.0,360.0,0.0,0.0,IM,1,0,1,0,51,0.0,0.0,0.023703703703703703,0.021333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,5.664781281764231,-4.278157923148486
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,79.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,400.0,0.0,0.0,IM,1,0,1,0,51,0.0,0.0,0.02666666666666667,0.023703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,6.509090497603661,0.22560337934673835
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,39.99,4.0,5.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,51,0.011851851851851851,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,-4.471680064596649
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,40.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,160.0,240.0,0.0,0.0,IV,2,0,0,1,51,0.0,0.0,0.011851851851851851,0.014222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,3.1656260028795193,-4.425099564339194
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,49.6,59.5,0.0,0.0,0.0,0.0,0.0,0.0,200.0,280.0,0.0,0.0,IV,2,0,0,1,51,0.0,0.0,0.014814814814814815,0.016592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,3.9761628500853723,-4.376119017275625
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,59.6,69.5,0.0,0.0,0.0,0.0,0.0,0.0,240.0,320.0,0.0,0.0,IV,2,0,0,1,51,0.0,0.0,0.017777777777777778,0.018962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,4.820472065924802,-4.327138470212056
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,69.6,79.5,0.0,0.0,0.0,0.0,0.0,0.0,320.0,360.0,0.0,0.0,IV,2,0,0,1,51,0.0,0.0,0.023703703703703703,0.021333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,5.664781281764231,-4.278157923148486
Gentamicin,0.0,999.0,0.0,999.0,12.0,120.0,79.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,400.0,0.0,0.0,IV,2,0,0,1,51,0.0,0.0,0.02666666666666667,0.023703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,6.509090497603661,0.22560337934673835
Gentamicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,4.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,51,0.013333333333333334,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Gentamicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,51,0.014814814814814815,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Gentamicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,4.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,51,0.013333333333333334,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Gentamicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,51,0.014814814814814815,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Imipenem  + Cilastatin,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,100.0,125.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,52,0.2962962962962963,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,-11.973743896479846,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Imipenem  + Cilastatin,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,60.0,100.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,52,0.17777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Imipenem  + Cilastatin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,52,0.14814814814814814,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Imipenem + Cilastatin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3000.0,0.0,0.0,IV,2,0,0,1,53,0.0,0.0,0.14814814814814814,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Isoniazid  + Thiacetazone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,600.0,0.0,0.0,IM,1,0,1,0,54,0.0,0.0,0.022222222222222223,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Isoniazid  + Thiacetazone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,600.0,0.0,0.0,PO,0,1,0,0,54,0.0,0.0,0.022222222222222223,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Isoniazid  + Thiacetazone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,20.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,54,0.02962962962962963,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Isoniazid  + Thiacetazone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,54,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Levofloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,0.0,0.0,IV,2,0,0,1,55,0.0,0.0,0.018518518518518517,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Levofloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,750.0,0.0,0.0,PO,0,1,0,0,55,0.0,0.0,0.018518518518518517,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Levofloxacin,0.0,999.0,6.0,999.0,0.0,11.0,0.0,999.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,55,0.047407407407407405,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,3.8602629877104344,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Levofloxacin,0.0,999.0,6.0,999.0,0.0,11.0,0.0,999.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,55,0.047407407407407405,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,3.8602629877104344,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Linezolid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,0.0,IV,2,0,0,1,56,0.0,0.0,0.044444444444444446,0.07111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Linezolid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,0.0,PO,0,1,0,0,56,0.0,0.0,0.044444444444444446,0.07111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Linezolid,8.0,999.0,0.0,999.0,0.0,11.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,56,0.08888888888888889,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7230406360853023,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Linezolid,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,56,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.705687633346957,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Linezolid,8.0,999.0,0.0,999.0,0.0,11.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,56,0.08888888888888889,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7230406360853023,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Linezolid,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,56,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.705687633346957,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Lomefloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO,0,1,0,0,57,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
lsoniazid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,5.0,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,88,0.014814814814814815,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
lsoniazid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,5.0,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,88,0.014814814814814815,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
lsoniazid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,5.0,10.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,88,0.014814814814814815,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
lsoniazid,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,88,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
lsoniazid,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,88,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
lsoniazid,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,88,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Lymecycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,812.0,0.0,0.0,PO,0,1,0,0,58,0.0,0.0,0.030222222222222223,0.04811851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Meropenem,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,3000.0,0.0,0.0,IV,2,0,0,1,59,0.0,0.0,0.1111111111111111,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Meropenem,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,30.0,40.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,59,0.08888888888888889,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Metronidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4000.0,0.0,0.0,IV,2,0,0,1,60,0.0,0.0,0.037037037037037035,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Metronidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,PO,0,1,0,0,60,0.0,0.0,0.037037037037037035,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Metronidazole,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,22.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,60,0.06666666666666667,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Metronidazole,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,60,0.022222222222222223,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Metronidazole,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,30.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,60,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Moxifloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,IV,2,0,0,1,61,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Moxifloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO,0,1,0,0,61,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Moxifloxacin,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,61,0.023703703703703703,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Moxifloxacin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,61,0.014814814814814815,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Nitrofurantoin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,0.0,0.0,PO,0,1,0,0,62,0.0,0.0,0.003703703703703704,0.011851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Nitrofurantoin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,1.0,5.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,62,0.002962962962962963,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
