generic,disease,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route
Amikacin,Bacteremia,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bacteremia,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bacteremia,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bacteremia,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bacteremia,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bacteremia,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bacterial Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bacterial Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,2.1,999.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IM
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,2.1,999.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,35.0,0.0,0.0,IM
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,0.0,0.0,IM
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IM
Amikacin,Bacterial Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,2.1,999.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IV
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,2.1,999.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,35.0,0.0,0.0,IV
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,0.0,0.0,IV
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IV
Amikacin,Bacterial Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Bone and Joint Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Bone and Joint Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Intraabdominal Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Intraabdominal Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Meningitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Meningitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Meningitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Meningitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Mycobacterium avium-intracellulare - Treatment,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Mycobacterium avium-intracellulare - Treatment,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Mycobacterium avium-intracellulare - Treatment,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Osteomyelitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Osteomyelitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Peritonitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Peritonitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Peritonitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Peritonitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Pneumonia,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Pneumonia,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Tuberculosis - Active,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Tuberculosis - Active,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Tuberculosis - Active,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Tuberculosis - Active,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Tuberculosis - Active,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Tuberculosis - Active,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Urinary Tract Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Urinary Tract Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amikacin,Urinary Tract Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM
Amikacin,Urinary Tract Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV
Amoxicillin,Anthrax Prophylaxis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,4000.0,0.0,0.0,PO
Amoxicillin,Anthrax Prophylaxis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,75.0,100.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Anthrax Prophylaxis,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Anthrax Prophylaxis,8.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Bacterial Endocarditis Prophylaxis,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,PO
Amoxicillin,Bacterial Endocarditis Prophylaxis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,150.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Bronchitis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin,Bronchitis,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Bronchitis,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Chlamydia Infection,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin,Cutaneous Bacillus anthracis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,4000.0,0.0,0.0,PO
Amoxicillin,Cutaneous Bacillus anthracis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,75.0,100.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Cutaneous Bacillus anthracis,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Cutaneous Bacillus anthracis,8.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Helicobacter pylori Infection,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3000.0,0.0,0.0,PO
Amoxicillin,Inhalation Bacillus anthracis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,75.0,100.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Inhalation Bacillus anthracis,1.0,7.0,0.0,999.0,0.0,999.0,0.0,999.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Inhalation Bacillus anthracis,8.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Lyme Disease,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin,Lyme Disease,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,67.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Lyme Disease - Arthritis,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin,Lyme Disease - Carditis,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin,Lyme Disease - Erythema Chronicum Migrans,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin,Otitis Media,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Pneumonia,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,3000.0,0.0,0.0,PO
Amoxicillin,Pneumonia,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Pneumonia,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Sinusitis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1500.0,0.0,0.0,PO
Amoxicillin,Sinusitis,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Sinusitis,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Skin and Structure Infection,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1500.0,0.0,0.0,PO
Amoxicillin,Skin or Soft Tissue Infection,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Skin or Soft Tissue Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Streptococcus pneumoniae,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Streptococcus pneumoniae,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,90.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Tonsillitis/Pharyngitis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,0.0,0.0,PO
Amoxicillin,Tonsillitis/Pharyngitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,75.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Urinary Tract Infection,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1500.0,0.0,0.0,PO
Amoxicillin,Urinary Tract Infection,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin,Urinary Tract Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Acute otitis media,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Aspiration Pneumonia,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Bacterial Infection,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Bacterial Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Bacterial Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Bronchitis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Febrile Neutropenia,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Melioidosis,0.0,999.0,1.0,999.0,0.0,8.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Otitis Media,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Otitis Media,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Otitis Media,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Otitis Media,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Pneumonia,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Pneumonia,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Pneumonia,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Pneumonia,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Pyelonephritis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Sinusitis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Sinusitis,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Sinusitis,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Sinusitis,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Skin and Structure Infection,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Skin and Structure Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Skin and Structure Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Upper Respiratory Tract Infection,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Urinary Tract Infection,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Urinary Tract Infection,0.0,999.0,1.0,3.0,0.0,999.0,0.0,999.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Urinary Tract Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO
Amoxicillin  + Clavulanic Acid,Urinary Tract Infection,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1750.0,0.0,0.0,PO
Amphotericin B,Aspergillosis - Invasive,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Amphotericin B,Blastomycosis,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Amphotericin B,Blastomycosis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,0.005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Amphotericin B,Candida Urinary Tract Infection,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
Amphotericin B,Candidemia,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.005,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV
